Pair ID,Dataset,Language model,Specificity,Words,Words shorter,Readability score,Readability score shorter,Cosine similarity,Cosine similarity shorter,Bi-encoder similarity,Bi-encoder similarity shorter,Cross-encoder similarity,Cross-encoder similarity shorter,Cross-encoder inference,Cross-encoder inference shorter
pair_50,collaborative_ssd_case_inspection,gpt-oss:20b,3,240,148,80.82653846153848,93.47333333333334,0.7800218504915498,0.8011641781743988,0.8095988035202026,0.8036291003227234,0.6071345,0.64657885,neutral,neutral
pair_51,collaborative_ssd_case_inspection,gpt-oss:20b,3,69,44,95.96713043478262,99.84390909090911,0.8431763413781825,0.7724216781066943,0.8118544816970825,0.7924161553382874,0.66390824,0.6321343,neutral,neutral
pair_52,collaborative_ssd_case_inspection,gpt-oss:20b,3,130,65,80.72025641025641,99.92923076923078,0.8128525243166038,0.7449764388731552,0.8225359320640564,0.7453386187553406,0.6613211,0.60612565,neutral,neutral
pair_53,collaborative_ssd_case_inspection,gpt-oss:20b,3,76,45,100.47307017543861,97.65625000000003,0.8544812824475185,0.7568593838651345,0.8281847238540649,0.7556062340736389,0.7573267,0.7106618,entailment,entailment
pair_54,collaborative_ssd_case_inspection,gpt-oss:20b,3,166,103,83.84603915662652,84.30194174757283,0.9060931541934126,0.8729686243186726,0.8018331527709961,0.7765024304389954,0.6442088,0.6462741,contradiction,contradiction
pair_55,collaborative_ssd_case_inspection,gpt-oss:20b,3,45,24,99.53625000000002,90.82500000000003,0.5351934833490054,0.6911541132599694,0.7464749813079834,0.7324655652046204,0.7291275,0.6710562,contradiction,contradiction
pair_56,collaborative_ssd_case_inspection,gpt-oss:20b,3,205,70,82.60823848238485,86.22190476190477,0.8655642401709618,0.8162546215601998,0.8540624380111694,0.7702829241752625,0.50030804,0.6254499,neutral,neutral
pair_57,collaborative_ssd_case_inspection,gpt-oss:20b,3,125,77,93.30430000000001,94.9260497835498,0.8500518286766185,0.8025810320395267,0.8182169795036316,0.7798504829406738,0.62269324,0.66805106,neutral,neutral
pair_58,collaborative_ssd_case_inspection,gpt-oss:20b,3,167,95,77.0543278301887,74.9957456140351,0.8928654718909927,0.7183357850265037,0.7830954790115356,0.7830615639686584,0.5599852,0.5761038,entailment,entailment
pair_59,collaborative_ssd_case_inspection,gpt-oss:20b,3,157,77,84.54634615384619,86.82737662337664,0.8423710070788994,0.6912394623016844,0.8685911297798157,0.776587188243866,0.6455227,0.74734855,neutral,neutral
pair_60,collaborative_ssd_case_inspection,gpt-oss:20b,3,125,68,77.57560975609756,88.52511764705883,0.7781065637188478,0.7142516871168905,0.8283688426017761,0.8089550733566284,0.5524817,0.5678361,entailment,entailment
pair_61,collaborative_ssd_case_inspection,gpt-oss:20b,3,212,39,78.4252099946837,79.80028846153847,0.8736248093874421,0.487373148752361,0.7505419850349426,0.6389346718788147,0.5994887,0.6210612,neutral,neutral
pair_62,collaborative_ssd_case_inspection,gpt-oss:20b,3,52,29,92.28833333333336,84.17956896551725,0.8254109289670094,0.7552319159522742,0.830024003982544,0.6800983548164368,0.6954278,0.7038577,contradiction,contradiction
pair_63,collaborative_ssd_case_inspection,gpt-oss:20b,3,215,66,71.37679425837322,86.6174285714286,0.8630557432189646,0.707898572580997,0.8071501851081848,0.8175382614135742,0.6810635,0.7237496,entailment,entailment
pair_64,collaborative_ssd_case_inspection,gpt-oss:20b,3,101,65,88.39669141914193,94.72307692307695,0.853131087435913,0.8282866654911499,0.8404595255851746,0.8231655955314636,0.7473527,0.76834065,neutral,neutral
pair_65,collaborative_ssd_case_inspection,gpt-oss:20b,3,230,93,73.9365094339623,83.80939393939394,0.8763981394777917,0.8468103577683151,0.8146080374717712,0.8046146631240845,0.69357604,0.6397881,neutral,neutral
pair_66,collaborative_ssd_case_inspection,gpt-oss:20b,3,105,90,94.8039285714286,91.745,0.8574978561235576,0.8991502395714106,0.8419811725616455,0.8209415078163147,0.6684654,0.6719103,neutral,neutral
pair_67,collaborative_ssd_case_inspection,gpt-oss:20b,3,186,56,80.38515648286142,85.18485714285715,0.729930475873769,0.5671729244403518,0.8813322186470032,0.724011242389679,0.5615257,0.5559818,neutral,neutral
pair_68,collaborative_ssd_case_inspection,gpt-oss:20b,3,60,31,97.36500000000001,98.10150537634408,0.7766823907216084,0.653867865994669,0.8250438570976257,0.7417927384376526,0.6134938,0.6937483,neutral,neutral
pair_69,collaborative_ssd_case_inspection,gpt-oss:20b,3,159,65,82.71455188679248,78.40894230769231,0.6085416959665022,0.6321106275194733,0.8272453546524048,0.7964575290679932,0.647157,0.63911444,entailment,entailment
pair_70,collaborative_ssd_case_inspection,gpt-oss:20b,3,115,56,81.8965489130435,84.05809523809526,0.8560760737783251,0.7452901448207371,0.7927161455154419,0.7711127996444702,0.60151684,0.62346447,entailment,entailment
pair_71,collaborative_ssd_case_inspection,gpt-oss:20b,3,148,63,72.50682397959187,80.73446428571428,0.7532338485408068,0.597739099217228,0.7944960594177246,0.7765334248542786,0.6537807,0.66766924,neutral,neutral
pair_72,collaborative_ssd_case_inspection,gpt-oss:20b,3,173,81,77.29052890173413,78.1188888888889,0.7520738995188379,0.7622524200750839,0.7777075171470642,0.7131732702255249,0.6127878,0.7242511,neutral,neutral
pair_73,collaborative_ssd_case_inspection,gpt-oss:20b,3,99,20,66.5218181818182,51.17500000000004,0.848732250095835,0.46606582264399415,0.8087597489356995,0.6002357006072998,0.6959871,0.72141224,contradiction,contradiction
pair_74,collaborative_ssd_case_inspection,gpt-oss:20b,3,140,66,87.55250000000002,77.7427272727273,0.8764376035931831,0.6239301085600382,0.859836757183075,0.8251922726631165,0.5921037,0.64208925,contradiction,contradiction
pair_75,collaborative_ssd_case_inspection,gpt-oss:20b,3,95,42,81.57736842105265,87.40607142857144,0.8067932614721999,0.5855072413109133,0.8018516898155212,0.7300705313682556,0.6594261,0.6768897,entailment,entailment
pair_76,collaborative_ssd_case_inspection,gpt-oss:20b,3,74,37,100.02450704225355,96.84084459459461,0.8149668750193945,0.6948907726811894,0.7616193890571594,0.7676031589508057,0.75397,0.6370412,contradiction,contradiction
pair_77,collaborative_ssd_case_inspection,gpt-oss:20b,3,122,55,80.79062672176309,71.33000000000003,0.811899817407186,0.5925889055911562,0.7893076539039612,0.7288956046104431,0.64767075,0.7291852,entailment,entailment
pair_78,collaborative_ssd_case_inspection,gpt-oss:20b,3,37,24,101.4138175675676,99.48,0.7831777935151174,0.7633106574422573,0.7459917068481445,0.7608758211135864,0.6555064,0.7056266,neutral,neutral
pair_79,collaborative_ssd_case_inspection,gpt-oss:20b,3,179,80,72.58471019553075,79.72750000000003,0.8490731070151726,0.7833639815303489,0.8201380968093872,0.7801593542098999,0.5687619,0.5850956,neutral,neutral
pair_80,collaborative_ssd_case_inspection,gpt-oss:20b,3,77,49,101.51825757575759,97.1825,0.8437370467550396,0.8384508820437963,0.7976574897766113,0.8167616128921509,0.7518647,0.67985296,contradiction,contradiction
pair_81,collaborative_ssd_case_inspection,gpt-oss:20b,3,119,53,70.85563025210087,85.9363773584906,0.7734518567419042,0.5209993222106823,0.7902683615684509,0.7409912347793579,0.6304511,0.6684156,neutral,neutral
pair_82,collaborative_ssd_case_inspection,gpt-oss:20b,3,131,75,91.27600694444445,94.60200000000002,0.8912746382129121,0.8012545339156949,0.842356264591217,0.7655398845672607,0.5781283,0.6386147,entailment,entailment
pair_83,collaborative_ssd_case_inspection,gpt-oss:20b,3,87,56,69.59336206896553,79.32142857142858,0.6480473013309153,0.6448290202991608,0.7139260768890381,0.7441011071205139,0.65159893,0.6524926,neutral,neutral
pair_84,collaborative_ssd_case_inspection,gpt-oss:20b,3,145,98,89.6678321678322,94.57161224489796,0.8729086388651037,0.8459060806405417,0.8219191431999207,0.837844967842102,0.58480144,0.66254836,neutral,neutral
pair_85,collaborative_ssd_case_inspection,gpt-oss:20b,3,147,73,70.78029336734697,89.63082191780823,0.7761206691965449,0.6979002726359801,0.8329512476921082,0.7806795239448547,0.591078,0.6117436,neutral,neutral
pair_86,collaborative_ssd_case_inspection,gpt-oss:20b,3,135,77,73.70416666666667,75.84036363636366,0.8795589507195015,0.7917467130869239,0.8320477604866028,0.7493340373039246,0.6349496,0.6983312,entailment,entailment
pair_87,collaborative_ssd_case_inspection,gpt-oss:20b,3,215,73,77.21310782241017,88.87353424657537,0.8782753208366195,0.71006539464025,0.8096912503242493,0.7884776592254639,0.56546926,0.6839716,neutral,neutral
pair_88,collaborative_ssd_case_inspection,gpt-oss:20b,3,203,126,81.58794871794872,98.96642512077297,0.8955337984910716,0.7736498425565106,0.7788925170898438,0.7825481295585632,0.69664156,0.7481707,entailment,entailment
pair_89,collaborative_ssd_case_inspection,gpt-oss:20b,3,106,59,96.01643867924531,100.2207118644068,0.7890775429305782,0.7736375516072799,0.7836438417434692,0.7567496299743652,0.5633033,0.69352293,contradiction,contradiction
pair_90,collaborative_ssd_case_inspection,gpt-oss:20b,3,140,99,92.73905413625305,90.01982954545458,0.8049270892171236,0.7861931149933505,0.8337945938110352,0.7705040574073792,0.64680415,0.6890247,neutral,neutral
pair_91,collaborative_ssd_case_inspection,gpt-oss:20b,3,139,74,91.20944694244606,85.4913783783784,0.8615029571405115,0.7460292083915766,0.772647500038147,0.7284306883811951,0.68342966,0.6983519,neutral,neutral
pair_92,collaborative_ssd_case_inspection,gpt-oss:20b,3,103,69,84.89881553398061,86.62913043478262,0.7638851537794633,0.869349250957426,0.7673958539962769,0.678719699382782,0.59673333,0.71703994,neutral,neutral
pair_93,collaborative_ssd_case_inspection,gpt-oss:20b,3,136,68,82.6066666666667,94.74570588235295,0.7917541005031591,0.6645073376210636,0.8514654636383057,0.8209785223007202,0.6816647,0.7058123,entailment,entailment
pair_94,collaborative_ssd_case_inspection,gpt-oss:20b,3,201,125,79.13822761194032,82.61666666666669,0.7178919023456916,0.7395545738832222,0.8466057181358337,0.8534737229347229,0.62107825,0.6555789,contradiction,contradiction
pair_95,collaborative_ssd_case_inspection,gpt-oss:20b,3,50,33,94.31950000000002,100.70750000000001,0.6257003863380118,0.7685715324277227,0.7494030594825745,0.7684644460678101,0.73869175,0.7997112,contradiction,contradiction
pair_96,collaborative_ssd_case_inspection,gpt-oss:20b,3,108,71,88.29833333333335,75.47855633802818,0.8833412769048065,0.8864136008791953,0.8331658244132996,0.73675137758255,0.6403008,0.6212666,neutral,neutral
pair_97,collaborative_ssd_case_inspection,gpt-oss:20b,3,87,53,81.42000000000002,84.34015094339627,0.6146563416499571,0.5172553998132207,0.804512619972229,0.7689089179039001,0.60462093,0.62851506,entailment,entailment
pair_98,collaborative_ssd_case_inspection,gpt-oss:20b,3,112,56,85.15976190476194,77.60619047619049,0.8563706540746684,0.8143651912142296,0.7437722682952881,0.6993991136550903,0.6394426,0.6945098,entailment,entailment
pair_99,collaborative_ssd_case_inspection,gpt-oss:20b,3,53,26,102.40134433962267,89.33730769230772,0.7555180281619062,0.7553856720918483,0.7336618304252625,0.7454043626785278,0.7561205,0.7239168,contradiction,contradiction
pair_100,collaborative_ssd_case_inspection,gpt-oss:20b,3,113,44,89.80266814159293,87.99727272727276,0.7025993634321733,0.650735614461449,0.8375855088233948,0.8009382486343384,0.58364874,0.5906278,neutral,neutral
pair_101,collaborative_ssd_case_inspection,gpt-oss:20b,3,100,63,97.70433333333335,100.87732142857143,0.8725399227946619,0.8851626016260163,0.7649335265159607,0.7912335991859436,0.7013343,0.7250627,neutral,neutral
pair_102,collaborative_ssd_case_inspection,gpt-oss:20b,3,133,43,85.5059375,79.84468023255816,0.7384915005480199,0.5770843304210345,0.8409278392791748,0.6954066157341003,0.5411043,0.6300632,neutral,neutral
pair_103,collaborative_ssd_case_inspection,gpt-oss:20b,3,165,84,82.55388888888889,84.8607142857143,0.8778937767369037,0.8568609975374729,0.78024822473526,0.8088651895523071,0.6655327,0.7375882,neutral,neutral
pair_104,collaborative_ssd_case_inspection,gpt-oss:20b,3,220,92,77.5850280373832,78.65956521739132,0.8823552865212215,0.8356170310156463,0.8787083625793457,0.8264838457107544,0.62719655,0.5963213,neutral,neutral
pair_105,collaborative_ssd_case_inspection,gpt-oss:20b,3,179,86,79.31750000000002,86.6404069767442,0.8126650423894385,0.8310466520701226,0.7840260863304138,0.7895017862319946,0.5072179,0.7334118,neutral,neutral
pair_106,collaborative_ssd_case_inspection,gpt-oss:20b,3,137,58,68.40649635036496,81.26232758620691,0.8032732013520348,0.5145393110174089,0.8125342726707458,0.7386264801025391,0.57959354,0.6139697,neutral,neutral
pair_107,collaborative_ssd_case_inspection,gpt-oss:20b,3,122,42,72.77756147540987,79.34892857142859,0.6853836014524495,0.5445254110323392,0.8332759141921997,0.7628315687179565,0.54945195,0.5929261,neutral,neutral
pair_108,collaborative_ssd_case_inspection,gpt-oss:20b,3,221,101,86.53051007815714,91.74718646864687,0.8377797684296154,0.8309173139326267,0.8498333692550659,0.8303601741790771,0.5578463,0.6198236,entailment,entailment
pair_109,collaborative_ssd_case_inspection,gpt-oss:20b,3,73,48,87.71463013698633,88.37000000000002,0.8206837525911225,0.7174286951569445,0.791775643825531,0.7972713112831116,0.7395032,0.8094114,entailment,entailment
pair_110,collaborative_ssd_case_inspection,gpt-oss:20b,3,100,69,92.62833333333336,93.69146739130437,0.7779900692272984,0.8198838622959891,0.7928537726402283,0.7517082691192627,0.5507621,0.65760136,entailment,entailment
pair_111,collaborative_ssd_case_inspection,gpt-oss:20b,3,117,79,87.91615384615386,78.37248945147682,0.8272622293296237,0.8303829428586441,0.8159545063972473,0.7800054550170898,0.6872405,0.71591777,entailment,entailment
pair_112,collaborative_ssd_case_inspection,gpt-oss:20b,3,85,46,89.05529411764708,94.01032608695655,0.8081452536053391,0.7743870199402885,0.8451341390609741,0.860476016998291,0.72321266,0.70783806,contradiction,contradiction
pair_113,collaborative_ssd_case_inspection,gpt-oss:20b,3,198,133,93.28318181818182,100.63928571428573,0.9527209734748496,0.9260251200145494,0.8864619135856628,0.7944785356521606,0.69633883,0.77317935,neutral,neutral
pair_114,collaborative_ssd_case_inspection,gpt-oss:20b,3,85,33,100.50238970588235,93.3521590909091,0.5398700748878291,0.5293067766471461,0.7590438723564148,0.6491326689720154,0.6954974,0.7461658,entailment,entailment
pair_115,collaborative_ssd_case_inspection,gpt-oss:20b,3,163,88,70.57300613496935,82.35287878787882,0.9151060110590716,0.8678203016896991,0.8291085362434387,0.7131924033164978,0.63900954,0.6952123,contradiction,contradiction
pair_116,collaborative_ssd_case_inspection,gpt-oss:20b,3,143,103,85.16040646853149,79.67156553398061,0.6503027728777481,0.838964780770043,0.8219035267829895,0.8071833252906799,0.6865368,0.7249362,neutral,neutral
pair_117,collaborative_ssd_case_inspection,gpt-oss:20b,3,140,54,82.1139285714286,84.90000000000003,0.8750534107197286,0.6126549001915067,0.8138561844825745,0.7759755849838257,0.65678376,0.6520957,neutral,neutral
pair_118,collaborative_ssd_case_inspection,gpt-oss:20b,3,49,43,103.65534693877554,97.84945736434112,0.836071944970257,0.7927896123957251,0.7846021056175232,0.7631800174713135,0.76248115,0.7848561,entailment,entailment
pair_119,collaborative_ssd_case_inspection,gpt-oss:20b,3,186,74,75.70693548387098,84.02236486486487,0.9007670984699279,0.6196073309289206,0.8570030331611633,0.8242712616920471,0.64146245,0.61472434,entailment,entailment
pair_120,collaborative_ssd_case_inspection,gpt-oss:20b,3,183,82,81.00804098360656,85.58402439024393,0.8021174568217165,0.671402673836399,0.7286389470100403,0.710759699344635,0.6214733,0.62897855,neutral,neutral
pair_121,collaborative_ssd_case_inspection,gpt-oss:20b,3,91,56,86.38808608058608,86.67047619047622,0.7798434031327393,0.8587984706289437,0.7325407266616821,0.7966555953025818,0.6313139,0.73769355,neutral,neutral
pair_122,collaborative_ssd_case_inspection,gpt-oss:20b,3,146,81,85.94762557077627,81.83680555555557,0.8775739048664897,0.7640726527886308,0.8553363680839539,0.8242331743240356,0.6631403,0.7189974,neutral,neutral
pair_123,collaborative_ssd_case_inspection,gpt-oss:20b,3,133,52,85.00573778195492,82.82961538461542,0.7451752784603171,0.688764573663372,0.8298742175102234,0.8432222008705139,0.6341662,0.701766,neutral,neutral
pair_124,collaborative_ssd_case_inspection,gpt-oss:20b,3,193,61,83.38605263157895,67.70045081967213,0.745577057639695,0.4043062346059472,0.820293128490448,0.7635180950164795,0.49229532,0.5768524,neutral,neutral
pair_125,collaborative_ssd_case_inspection,gpt-oss:20b,3,98,39,76.99716836734696,82.9194230769231,0.6892783353169792,0.7463821520350007,0.7119717597961426,0.8065989017486572,0.5638448,0.67153853,neutral,neutral
pair_126,collaborative_ssd_case_inspection,gpt-oss:20b,3,130,78,94.67817307692309,95.55484615384617,0.8997610996299388,0.9027923605659379,0.8302206993103027,0.763653576374054,0.6262821,0.68558246,neutral,neutral
