Pair ID,Dataset,Language model,Specificity,Words,Readability score,Cosine similarity
pair_116,collaborative_ssd_case_inspection,qwen3:32b,1,15,84.45000000000003,0.6729865963777506
pair_117,collaborative_ssd_case_inspection,qwen3:32b,1,9,75.50000000000003,0.6543303050815757
pair_118,collaborative_ssd_case_inspection,qwen3:32b,1,22,92.21409090909091,0.7323605948003528
pair_119,collaborative_ssd_case_inspection,qwen3:32b,1,19,85.13947368421054,0.8113070800148313
pair_120,collaborative_ssd_case_inspection,qwen3:32b,1,17,85.07411764705884,0.7307313144845058
pair_121,collaborative_ssd_case_inspection,qwen3:32b,1,19,85.13947368421054,0.7851358838853206
pair_122,collaborative_ssd_case_inspection,qwen3:32b,1,17,85.07411764705884,0.7307313144845058
pair_123,collaborative_ssd_case_inspection,qwen3:32b,1,17,85.07411764705884,0.724979178280424
pair_124,collaborative_ssd_case_inspection,qwen3:32b,1,17,104.98000000000002,0.5056205829602306
pair_125,collaborative_ssd_case_inspection,qwen3:32b,1,22,92.21409090909091,0.5863954716083738
pair_126,collaborative_ssd_case_inspection,qwen3:32b,1,20,68.09500000000004,0.6128258770283411
pair_127,collaborative_ssd_case_inspection,qwen3:32b,1,24,83.77500000000002,0.5983211225424634
pair_128,collaborative_ssd_case_inspection,qwen3:32b,1,19,85.13947368421054,0.8124038404635957
pair_129,collaborative_ssd_case_inspection,qwen3:32b,1,21,84.8057142857143,0.7771192051974223
pair_130,collaborative_ssd_case_inspection,qwen3:32b,1,17,85.07411764705884,0.7307313144845058
pair_131,collaborative_ssd_case_inspection,qwen3:32b,1,16,90.13250000000001,0.7993052538854534
pair_132,collaborative_ssd_case_inspection,qwen3:32b,1,19,85.13947368421054,0.7917546385701353
pair_133,collaborative_ssd_case_inspection,qwen3:32b,1,19,80.68684210526318,0.7139306476801296
pair_134,collaborative_ssd_case_inspection,qwen3:32b,1,20,76.55500000000004,0.5874308608746166
pair_135,collaborative_ssd_case_inspection,qwen3:32b,1,21,84.8057142857143,0.7933632757799681
pair_136,collaborative_ssd_case_inspection,qwen3:32b,1,19,71.78157894736843,0.5618903886626767
pair_137,collaborative_ssd_case_inspection,qwen3:32b,1,17,85.07411764705884,0.7307313144845058
pair_138,collaborative_ssd_case_inspection,qwen3:32b,1,17,85.07411764705884,0.7008766440504623
pair_139,collaborative_ssd_case_inspection,qwen3:32b,1,20,97.70500000000003,0.733799385705343
pair_140,collaborative_ssd_case_inspection,qwen3:32b,1,23,80.49869565217392,0.8237544710479137
pair_141,collaborative_ssd_case_inspection,qwen3:32b,1,19,76.2342105263158,0.6798834181250946
pair_142,collaborative_ssd_case_inspection,qwen3:32b,1,24,90.82500000000003,0.6976315752707976
pair_143,collaborative_ssd_case_inspection,qwen3:32b,1,17,85.07411764705884,0.7307313144845059
pair_144,collaborative_ssd_case_inspection,qwen3:32b,1,20,85.01500000000003,0.7994080650317894
pair_145,collaborative_ssd_case_inspection,qwen3:32b,1,19,80.68684210526318,0.7139306476801297
pair_146,collaborative_ssd_case_inspection,qwen3:32b,1,22,76.83227272727274,0.7856773899247457
pair_147,collaborative_ssd_case_inspection,qwen3:32b,1,18,85.16499999999999,0.7336739820667779
pair_148,collaborative_ssd_case_inspection,qwen3:32b,1,19,85.13947368421054,0.8141736840986622
pair_149,collaborative_ssd_case_inspection,qwen3:32b,1,22,92.21409090909091,0.747264717757073
pair_150,collaborative_ssd_case_inspection,qwen3:32b,1,20,72.32500000000003,0.6741607772803075
pair_151,collaborative_ssd_case_inspection,qwen3:32b,1,17,85.07411764705884,0.7366351076087241
pair_152,collaborative_ssd_case_inspection,qwen3:32b,1,19,85.13947368421054,0.7570719217728537
